Protein IDs,Protein names,Gene names,Control-LFQ intensity P18,Control-LFQ intensity P19,Control-LFQ intensity P20,Di-LFQ intensity P18,Di-LFQ intensity P19,Di-LFQ intensity P20,mean_ctrl,mean_treat,log2FC (treat:ctrl)
Q9P1Y6;A0A0J9YX88;E9PJ24;B7ZM65;F8WEF5;B7ZM66;A0A0J9YYB5;A0A0J9YWD5;A0A024RCA1;Q9P1Y6-2;Q9P1Y6-3,PHD and RING finger domain-containing protein 1,PHRF1;KIAA1542,13940,10283,16556,12902,14547,12383,13593,13277.33333,-0.033898477
O43189;E9PQZ5;A0A140TA01;O43189-2;E9PQT8;B4DI51;A0A1U9X8A3;A0A140VJR4;A2AB23;A0A087WVG4;A2AB22;A0A140T9U3;B4DR98,PHD finger protein 1,PHF1,67906,77960,70385,29304,32230,23293,72083.66667,28275.66667,-1.350111359
Q9BVI0;Q9BVI0-2;B0QYY0;B3KUL4;Q5JWZ0;Q5JXL1;Q7Z5E2,PHD finger protein 20,PHF20,3947.4,7769.2,5320,4305.1,6004.4,8059.2,5678.866667,6122.9,0.108612082
Q8WWQ0,PH-interacting protein,PHIP,2003.5,1839.3,2867.7,3018.2,2019.6,4303.5,2236.833333,3113.766667,0.477203074
Q8IZ21;Q8IZ21-3;Q8IZ21-2,Phosphatase and actin regulator 4,PHACTR4,34039,20393,28841,27690,31128,23231,27757.66667,27349.66667,-0.021363049
Q86VZ5;E6ZCI6;E6ZCI7;C0MHM2,Phosphatidylcholine:ceramide cholinephosphotransferase 1,SGMS1,40058,48392,51219,52291,42383,40183,46556.33333,44952.33333,-0.050581436
A0A3B3ISI3,Phosphatidylinositide phosphatase SAC2 ,INPP5F,67960,56601,61127,1000,1000,1000,61896,1000,-5.951774274
Q8TCU6;A0A2X0SFH1;Q8TCU6-3;Q8TCU6-2,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein",PREX1,43940,29958,32430,1000,1000,1000,35442.66667,1000,-5.14741525
Q70Z35;A0A2X0SZ31;Q70Z35-2;Q70Z35-3;Q70Z35-4;Q56UR8,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein",PREX2,10274,12232,8695.2,7540.3,10385,9854.2,10400.4,9259.833333,-0.167580884
O00750;F5GWN5;B7ZM86;A2RUF7;Q4LE65;Q5SW98,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,PIK3C2B;PIK3C2B variant protein,30495,38894,40022,56970,77606,70024,36470.33333,68200,0.903048354
Q99570;A0JP11;B2RAJ6,Phosphoinositide 3-kinase regulatory subunit 4,PIK3R4,67966,54055,50048,1000,1000,1000,57356.33333,1000,-5.841880893
D3DX63;Q8N3E9;K7EQF2,"Phosphoinositide phospholipase C;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",PLCD3,1000,1000,1000,20186,26658,19304,1000,22049.33333,4.462663131
B4E3H3;A0A0A0MRF9;P16885,"Phosphoinositide phospholipase C;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",PLCG2,77905,62420,63025,1000,1000,1000,67783.33333,1000,-6.08285868
Q13393;Q13393-2;Q59EA4;Q13393-4;H7C0L3;C9IY79;Q13393-3,Phospholipase D1,PLD1,12022,19004,11038,13489,20030,12493,14021.33333,15337.33333,0.12942412
O14939;O14939-4;B7Z905;O14939-3;I3L381,Phospholipase D2,PLD2,42930,49960,38595,24758,25550,30183,43828.33333,26830.33333,-0.70799884
Q93100;Q93100-2;Q93100-4;Q93100-3;H3BV13;I3L213;H3BQ89;B4DQ16;B4DDB3;I3L3F2;I3NHZ9;B3KVX5,Phosphorylase b kinase regulatory subunit beta,PHKB,201934,299400,300183,34904,45555,42839,267172.3333,41099.33333,-2.700583722
Q96DM1,PiggyBac transposable element-derived protein 4,PGBD4,1000,1000,1000,34484,42930,36568,1000,37994,5.247699702
Q7Z3Z3;E9PIP6;B4DYF7,Piwi-like protein 3;Piwi-like protein,PIWIL3,29940,34384,23239,1000,1000,1000,29187.66667,1000,-4.867286978
Q16720-5;Q16720;Q16720-2;Q16720-4;A1L3B5;Q16720-8;Q16720-7;Q16720-6;Q16720-3;P20020;E7ERY9;A0A2R8Y4R4;H0Y7S3;P20020-4;Q4J697;A0A2U3TZI3;A0A024R2E4;A0A024RBC7;A0A2U3U055;Q4LE63;Q4J699;Q59H63;Q01814-5;A0A024R2K6;Q01814-8;Q01814;Q01814-4;Q01814-7;P20020-5;P20020-6;Q01814-3;Q01814-6;P20020-2;Q4J698;Q01814-2;P20020-1,Plasma membrane calcium-transporting ATPase 3;Calcium-transporting ATPase;Plasma membrane calcium-transporting ATPase 1;Plasma membrane calcium-transporting ATPase 2,ATP2B3;ATP2B1;ATP2B2;PMCA2;ATP2B2 variant protein,10384,18491,13327,16758,20024,12920,14067.33333,16567.33333,0.235992535
A0A0B4J203;P16234;Q0PW86;Q6UN15;P36888;E7ER61;P16234-3;P36888-2,Platelet-derived growth factor receptor alpha,FIP1L1;PDGFRA,50687,60586,54452,1000,1000,1000,55241.66667,1000,-5.787684942
B4DJX4;B4DHK5;Q9HAU0-8;Q9HAU0-4;Q9HAU0-6;Q9HAU0;H0YGJ6;A0JP02;B4DMB9;A0A024RAY7;Q9HAU0-5;Q9HAU0-2,Pleckstrin homology domain-containing family A member 5,PLEKHA5,1000,1000,1000,30293,23448,39101,1000,30947.33333,4.951743196
Q6IQ23;E9PKC0;A0A1B0GUM1;A0A1B0GUN0;H0YDE2;Q6IQ23-3;Q6IQ23-2;E9PL74;A0A1B0GTN9;Q8IUS9,Pleckstrin homology domain-containing family A member 7,PLEKHA7,40183,46657,38495,1000,1000,1000,41778.33333,1000,-5.384683035
Q6ZR37;A0A1X7SBZ7;A0A2X0SSP0,Pleckstrin homology domain-containing family G member 7,PLEKHG7,1000,1000,1000,32028,28869,37879,1000,32925.33333,5.041126141
Q9ULM0;B4DJ27;H0YKY5;Q9ULM0-2,Pleckstrin homology domain-containing family H member 1,PLEKHH1,1000,1000,1000,20475,18696,23334,1000,20835,4.380937195
Q8IVE3-3;Q8IVE3,Pleckstrin homology domain-containing family H member 2,PLEKHH2,1000,1000,1000,11049,16983,12089,1000,13373.66667,3.741323159
Q15149;Q15149-4;Q15149-2;Q15149-6;Q15149-9;Q15149-7;Q15149-8;Q15149-5;Q15149-3;H0YDN1;D3DWL0,Plectin,PLEC,13923,16687,12102,17869,20027,18594,14237.33333,18830,0.403354047
A0A087X000;Q9BXF1;A0A087WU36;Q16293,Plexin-B2 ,PLXNB2,67044,60059,78493,1000,1000,1000,68532,1000,-6.098705885
H0YAB2;B4DRU3;Q9Y4D7-2;Q9Y4D7,Plexin-D1,PLXND1,1000,1000,1000,4382.3,4852.3,5486.1,1000,4906.9,2.29481187
Q9NP85;Q9NP85-2,Podocin,NPHS2,1000,1000,1000,34039,23202,27768,1000,28336.33333,4.824581183
Q9UKK3;A0PJ82;B4E2S2,Poly [ADP-ribose] polymerase 4,PARP4,2394.1,4430.3,2020,1000,1000,1000,2948.133333,1000,-1.559801774
Q15164;H0YCC8;H0Y5F5;B1ANR0;Q6IQ30;Q13310-2;Q13310;Q13310-3,Polyadenylate-binding protein;Polyadenylate-binding protein 4,PABPC4,1000,1000,1000,16478,13610,14269,1000,14785.66667,3.886127389
Q8TBY8;H0YFP6;B2RCA2;Q8TBY8-4;Q8TBY8-1,Polyamine-modulated factor 1-binding protein 1,PMFBP1,1000,1000,1000,19304,22331,16589,1000,19408,4.27857955
Q9NTG1;A6MW40,Polycystic kidney disease and receptor for egg jelly-related protein,PKDREJ,18393,22301,16595,1000,1000,1000,19096.33333,1000,-4.255223749
Q8TDX9;Q8TDX9-2,Polycystic kidney disease protein 1-like 1,PKD1L1,9305.5,13284,16590,1000,1000,1000,13059.83333,1000,-3.707064581
Q7Z442-2;Q7Z442,Polycystic kidney disease protein 1-like 2,PKD1L2,1000,1000,1000,74998,74928,67669,1000,72531.66667,6.180539095
Q53F76,Polymerase (RNA) III (DNA directed) polypeptide C (62kD) variant (Fragment) ,,80058,75803,93324,1000,1000,1000,83061.66667,1000,-6.376110915
Q5SY16,Polynucleotide 5-hydroxyl-kinase NOL9,NOL9,1000,1000,1000,32257,29648,34167,1000,32024,5.001081616
Q8N4A0;F8VUJ3;Q8N4A0-2,Polypeptide N-acetylgalactosaminyltransferase 4;Polypeptide N-acetylgalactosaminyltransferase,GALNT4;POC1B-GALNT4,1000,1000,1000,29940,35961,23449,1000,29783.33333,4.896433323
Q92562;A8K6K6;B4DE18,Polyphosphoinositide phosphatase,FIG4,9475.3,13495,6796.2,19940,23349,16582,9922.166667,19957,1.00816777
O43526;O43526-3;Q5ISN0;A0A0G2JH35;A0A0D9SG49;A0A0D9SEV1;Q4VXP6;H0UI91;O43526-4;O43526-5;O43526-2;A0A1B0GW14,Potassium voltage-gated channel subfamily KQT member 2,KCNQ2,42023,50384,39950,22039,18595,26578,44119,22404,-0.977643758
Q9NR82-3;A0A0A0MSD9;A0A0A0MRC8;Q9NR82-6;Q9NR82;H0Y3Z0;A0A0A0MSC0;F8WEA4;Q9NR82-2;Q9NR82-7,Potassium voltage-gated channel subfamily KQT member 5,KCNQ5,1000,1000,1000,30283,23283,32233,1000,28599.66667,4.837926427
Q8TDN2,Potassium voltage-gated channel subfamily V member 2,KCNV2,35994,30031,45869,40024,39474,42238,37298,40578.66667,0.12162319
Q9UL51;Q09ND3,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,HCN2,23920,18859,26586,16574,26676,20954,23121.66667,21401.33333,-0.111544713
Q9P1Z3;B7Z5R8;Q86WJ5,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,HCN3,40288,35384,48870,1000,1000,1000,41514,1000,-5.375526042
P20648;Q658V6;Q53FM3;A0A384MR29,Potassium-transporting ATPase alpha chain 1,ATP4A;DKFZp666G172,1000,1000,1000,30293,40333,29504,1000,33376.66667,5.060767975
D5K9T9;E9LRT0;E9LRS9;E9LRR8;E9LRP6;E9LRP4;E9LRP3;E9LRP2;E9LRM3;E9LRM2;E9LRM1;E9LRM0;E9LRJ2;E9LRF8;E9LRF5;E9LRT1;E9LRA1;E9LR92;E9LR91;D5K9W5;D5K9V1;D5K9U9;D5K9U4;D5K9U2;D5K9U0;D5K9T8;D5K9T7;D5K9S8;D5K9S5;D5K9S3;E9LRF2,POU domain protein,POU5F1P4,85940,74894,80008,1000,1000,1000,80280.66667,1000,-6.326980692
A0A126LAV0,Pp100 ,U11,54904,40049,59807,39504,34340,43948,51586.66667,39264,-0.393791074
Q658W0;Q5T4E8;A8K0J1;O75626-2;O75626;Q3SYG0;A0A3B3IU23;O75626-3;B2REA5;B4DW27,PR domain zinc finger protein 1,DKFZp666P0310;PRDM1,39605,36623,42385,32849,39560,29495,39537.66667,33968,-0.219051456
Q9H4Q3;Q7Z5E7,PR domain zinc finger protein 13,PRDM13,1000,1000,1000,20384,15658,28849,1000,21630.33333,4.434983993
P57071;E7ER26;P57071-3;P57071-2;Q6NXF8;Q4W8S1;P57071-6;P57071-5,PR domain zinc finger protein 15,PRDM15,29950,23291,30293,34355,24545,26711,27844.66667,28537,0.035432655
Q96AQ6;B4DV94;B4E1J0;B4E0K4;Q96AQ6-2;Q96AQ6-3;Q5T173,Pre-B-cell leukemia transcription factor-interacting protein 1,PBXIP1,29304,22323,30124,1000,1000,1000,27250.33333,1000,-4.768201972
H0YA79,"PRELI domain-containing protein 1, mitochondrial (Fragment) ",PRELID1,1000,1000,1000,60058,71204,63439,1000,64900.33333,6.020153983
Q9C0J8;Q9C0J8-2;B9A053;Q9C0J8-3,pre-mRNA 3 end processing protein WDR33,WDR33,20304,14489,25458,1000,1000,1000,20083.66667,1000,-4.32795078
Q6P2Q9;I3L0J9;B4DK16,Pre-mRNA-processing-splicing factor 8,PRPF8,4393.6,2302.1,5797.3,18976,22324,20012,4164.333333,20437.33333,2.295049507
O43143;B4E0S6,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15,60693,70021,59706,1000,1000,1000,63473.33333,1000,-5.988078703
Q9NXE8;A0A087WY60;B4DZL1;B4DJK2,Pre-mRNA-splicing factor CWC25 homolog,CWC25,129300,187923,200106,1000,1000,1000,172443,1000,-7.429975756
Q96P11-2;B2RD09;Q96P11;Q63ZY6;Q3KNT7-3;Q63ZY6-6;Q96P11-3;Q96P11-4,Probable 28S rRNA (cytosine-C(5))-methyltransferase;Putative methyltransferase NSUN5C,NSUN5;NSUN5P2,1000,1000,1000,30485,34430,24390,1000,29768.33333,4.895706545
Q9NUL7,Probable ATP-dependent RNA helicase DDX28,DDX28,40332,49404,52212,1000,1000,1000,47316,1000,-5.564256211
Q8IY21;A0A3G9HN97;Q6MZF7,Probable ATP-dependent RNA helicase DDX60,DDX60;DKFZp686E11248,3029.3,4022.1,2995.4,9855.1,13290,10288,3348.933333,11144.36667,1.734541069
Q8IY37;F5H3Y4,Probable ATP-dependent RNA helicase DHX37,DHX37,12230,14953,10283,1000,1000,1000,12488.66667,1000,-3.642547553
Q9Y4D8;F8VWT9;J3KPF0;Q9Y4D8-4;A0A494C150;Q9Y4D8-5;B7ZKU4;B7ZKU8;Q9Y4D8-3;Q9Y4D8-2,Probable E3 ubiquitin-protein ligase HECTD4,HECTD4,5920.4,6449.3,3200,3029.1,4393.4,2323.3,5189.9,3248.6,-0.675888625
Q15751;A0A024R5W0;H0YNB1;B4DKS2,Probable E3 ubiquitin-protein ligase HERC1,HERC1,6790.2,8903.1,10025,1000,1000,1000,8572.766667,1000,-3.099760877
Q8IZF6;Q8IZF6-2;Q8IZF6-3,Probable G-protein coupled receptor 112,GPR112,39940,40284,31139,1000,1000,1000,37121,1000,-5.214163671
Q8IZF5;Q8IZF5-2;D6W540;B3KVM9;A0A494C083;Q8IZF5-3,Probable G-protein coupled receptor 113,GPR113,184390,139004,219344,40039,42232,32103,180912.6667,38124.66667,-2.246496793
A0A087WW83;Q6PRD1;A0A087X0K8,Probable G-protein coupled receptor 179,GPR179,12930,16658,10488,1000,1000,1000,13358.66667,1000,-3.739704114
Q9H3J6;F5GWJ6;F5H4X5;Q9H3J6-2;F5H5V8,"Probable peptide chain release factor C12orf65, mitochondrial",C12orf65,93047,75596,100067,80284,91202,76859,89570,82781.66667,-0.113704311
O75110;Q2NLD0;B4DR18;A0A0A0MR22;O75110-2,Probable phospholipid-transporting ATPase IIA;Phospholipid-transporting ATPase,ATP9A,8594.5,11922,12444,12058,8669.2,10285,10986.83333,10337.4,-0.087902254
B3KVY8;Q8TF62;P98198;P98198-3,Probable phospholipid-transporting ATPase IM;Phospholipid-transporting ATPase ID,ATP8B4;ATP8B2,1000,1000,1000,187000,121950,139649,1000,149533,7.224320093
O60312;G3V261;O60312-2,Probable phospholipid-transporting ATPase VA;Phospholipid-transporting ATPase,ATP10A,77607,80536,60395,1000,1000,1000,72846,1000,-6.18677785
C9JHH6;Q8TAA1;G3V3W8;G3V5L6;C9JYR4;Q5GAN5,Probable ribonuclease 11,RNASE11,199403,234490,134030,1000,1000,1000,189307.6667,1000,-7.564589029
Q9C0D7;E9PP00;Q9C0D7-2,Probable ribonuclease ZC3H12C,ZC3H12C,1000,1000,1000,2049.1,5600,4302.7,1000,3983.933333,1.994193506
Q8IYL2;Q8IYL2-3;Q8IYL2-2,Probable tRNA (uracil-O(2)-)-methyltransferase,TRMT44,48394,50690,40023,1000,1000,1000,46369,1000,-5.535088709
A0A024R886;O95900,Probable tRNA pseudouridine synthase 2,TRUB2,51425,44436,69202,1000,1000,1000,55021,1000,-5.781910456
A4D2D2;Q15113,Procollagen C-endopeptidase enhancer 1,PCOLCE,14525,20183,13471,25713,22885,35049,16059.66667,27882.33333,0.79590935
B2R5M9;Q02809;B4DGN8;A0A024R4H0;Q02809-2,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,1000,1000,1000,28439,34294,23920,1000,28884.33333,4.852215292
D2SNZ4;Q96HE9,Proline-rich protein 11,PRR11,120889,85774,113185,1000,1000,1000,106616,1000,-6.736280151
Q9ULL5;A0A3Q5ADB5;Q9ULL5-2,Proline-rich protein 12,PRR12,1000,1000,1000,10483,14549,20123,1000,15051.66667,3.91185134
Q07954;Q59FG2;Q6LBN5,Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain,LRP1,4930.7,5565.3,2122.2,1000,1000,1000,4206.066667,1000,-2.072471717
Q9BSG0,Protease-associated domain-containing protein 1,PRADC1,30495,24301,36676,28905,32921,24870,30490.66667,28898.66667,-0.077364764
J3KN16;Q5VYK3;B3KV72;R4GMY1;B3KXF2,Proteasome-associated protein ECM29 homolog,KIAA0368;ECM29,20484,31234,27688,12049,8332.4,14390,26468.66667,11590.46667,-1.191346868
P84996,Protein ALEX,GNAS,99805,78692,90243,1000,1000,1000,89580,1000,-6.485104761
Q5VTE6;B7Z5T0;Q96AL9;B7Z5N3;B7Z297;Q5VTE6-2,Protein angel homolog 2,ANGEL2,120284,94838,145548,493040,367690,333590,120223.3333,398106.6667,1.727438105
Q96G01;Q96G01-4;Q96G01-3;A8MVZ6,Protein bicaudal D homolog 1,BICD1,70697,67769,78966,1000,1000,1000,72477.33333,1000,-6.17945797
I3L2J0,Protein capicua homolog ,CIC,39038,45456,32039,10199,17896,12001,38844.33333,13365.33333,-1.539208333
Q8NG31;Q8NG31-2;E9PPJ1;Q8NG31-3;Q8NG31-4;Q05C46;H0YCZ2,Protein CASC5,CASC5,1000,1000,1000,3940.2,5600.2,3219.3,1000,4253.233333,2.088560004
O75081;D3DX76;B5MDT7;B2RBQ7;H3BNI7;H3BNH2;O75081-2;O75081-4,Protein CBFA2T3,CBFA2T3,40393,46958,32190,1000,1000,1000,39847,1000,-5.316399206
Q96RY5;A7MD53;B2RNX8,Protein cramped-like,CRAMP1L,44900,56586,54940,1000,1000,1000,52142,1000,-5.704374016
A7MBM2,Protein dispatched homolog 2,DISP2,2302.1,8904.3,4189.2,13829,17798,20495,5131.866667,17374,1.75937435
Q3B7X1;Q96JJ7,Protein disulfide-isomerase TMX3,TMX3,25274,26981,27787,59301,55330,47819,26680.66667,54150,1.021166622
Q8WYP5;Q8WYP5-2;B3KRD0;Q8WYP5-3;H7C4S1;B3KTD2;B3KVE5,Protein ELYS,AHCTF1,10287,23930,17689,69706,50029,61112,17302,60282.33333,1.800796446
B4DTW9;B3KWW8;Q7Z589;H0YET8;B4E247;B4E1Z2;E9PMC9;B3KWI5;Q7Z589-2;Q7Z589-6;Q7Z589-5;Q7Z589-4;Q7Z589-7,Protein EMSY,EMSY;C11orf30,71903,75490,63294,1000,1000,1000,70229,1000,-6.133994987
Q03111,Protein ENL,MLLT1,79607,54390,57679,1000,1000,1000,63892,1000,-5.997563396
Q8IXS8;B3KUG1,Protein FAM126B,FAM126B,28393,37488,30129,60494,56495,65493,32003.33333,60827.33333,0.92649758
A0A2X0SFT1;O94988;Q6P521;D6RFM4,Protein FAM13A,FAM13A,1000,1000,1000,40393,30445,37960,1000,36266,5.180545725
H0YGW3;Q8NE31;B4DSU7;B7Z2K3;A8K181;A0A087X216;A0A087X0M7;Q8NE31-2;Q8NE31-5;Q8NE31-4,Protein FAM13C (Fragment) ,FAM13C,859304,770595,732030,1000,1000,1000,787309.6667,1000,-9.620787382
Q5W0V3;Q5W0V3-2;Q86V87;A6NNC3,Protein FAM160B1,FAM160B1,26685,30234,23102,63940,45596,64854,26673.66667,58130,1.123866752
Q8IX21;A0A3B3IRS8;B1AL16;Q8IX21-2;Q05BG6;Q96LW0;Q8IX21-3,Protein FAM178A,FAM178A,56940,49859,51394,19283,21935,13590,52731,18269.33333,-1.529227367
Q9Y4F4;B4DHM7;G3XAE9;Q9Y4F4-2;Q9Y4F4-3;H0YJ89,Protein FAM179B,FAM179B,50495,63900,50048,30283,24430,21238,54814.33333,25317,-1.114446732
Q9ULE4,Protein FAM184B,FAM184B,1930.5,2110,1867.3,1000,1000,1000,1969.266667,1000,-0.977658486
A6NE01;F5GYN0,Protein FAM186A,FAM186A,2910.1,4302.5,7767.8,5990.3,3902.4,8393.2,4993.466667,6095.3,0.287655489
Q9NTX9;Q05CU2;A2A2M7;B4E2D0,Protein FAM217B,FAM217B;C20orf177,40384,45035,36589,23400,21083,18599,40669.33333,21027.33333,-0.951675441
Q9NYF3;D6RHW3,Protein FAM53C,FAM53C,29400,38695,30288,1000,1000,1000,32794.33333,1000,-5.035374642
Q96MK2;B7Z5S0;B7Z3F0,Protein FAM65C,FAM65C,44405,50846,40183,1000,1000,1000,45144.66667,1000,-5.496483655
Q8N5Q1;K7EPK0,Protein FAM71E2,FAM71E2,9883.5,13294,15895,12930,14439,8445.8,13024.16667,11938.26667,-0.125597682
Q96LP2,Protein FAM81B,FAM81B,2240100,1869505,2800283,1000,1000,1000,2303296,1000,-11.16948411
Q9BQN1,Protein FAM83C,FAM83C,20199,14390,23488,1000,1000,1000,19359,1000,-4.274932526
A6ND36,Protein FAM83G,FAM83G,226350,198372,209100,1000,1000,1000,211274,1000,-7.722971426
Q6ZRV2;J3KPS2;A0A494C1T9,Protein FAM83H,FAM83H,4400,1293.7,2049.7,3203.7,4566.3,2039.3,2581.133333,3269.766667,0.341183019
Q5U4N7;A0A494C0W1,"Protein GDF5OS, mitochondrial",GDF5OS,70667,67443,82034,1000,1000,1000,73381.33333,1000,-6.197341213
Q96ED9;Q96ED9-2,Protein Hook homolog 2,HOOK2,49845,39945,30012,1000,1000,1000,39934,1000,-5.319545682
Q9UFA8,"Protein inhibitor of activated STAT, 3, isoform CRA_b",DKFZp434O0617,1000,1000,1000,10278,16589,12097,1000,12988,3.699107385
Q14667;Q08E86;K7EQ86;Q14667-2;K7EQR3,Protein KIAA0100,KIAA0100,4933.2,5656.8,6445.1,1000,1000,1000,5678.366667,1000,-2.505476011
D3DSA9;Q9NVR5;Q9NVR5-2,Protein kintoun,C14orf104;DNAAF2,1000,1000,1000,49033,30596,45547,1000,41725.33333,5.38285167
B4DUT2;Q8N9T8;B7ZLF4;A0A024R7C4;B4DUY9;A0A494C108,Protein KRI1 homolog,KRI1;FLJ12949,1000,1000,1000,97667,80044,119030,1000,98913.66667,6.628097963
P12980,Protein lyl-1,LYL1,1000,1000,1000,40373,45559,46659,1000,44197,5.465876541
Q7L590;Q7L590-2;Q5T670,Protein MCM10 homolog,MCM10,29920,21034,28879,19305,24384,28956,26611,24215,-0.136121723
Q9Y6F6;H0YI08;Q9Y6F6-3;Q9Y6F6-5;Q9Y6F6-1;Q9Y6F6-2;Q9Y6F6-4;Q9Y6F6-7;E9PJ61;B7Z715;Q9Y6F6-6;Q9Y6F6-8,Protein MRVI1,MRVI1,19930,13949,23920,34930,28967,29303,19266.33333,31066.66667,0.689285422
Q9Y2Z2;Q9Y2Z2-2;Q9Y2Z2-4;Q9Y2Z2-6;E7EWI1;Q9Y2Z2-3;E5RFF7;Q9Y2Z2-5;E7EWX0;H0YBI9;E9PHR8;H0YB81,"Protein MTO1 homolog, mitochondrial",MTO1,201833,256950,189706,70596,100035,80695,216163,83775.33333,-1.367522175
A0A024R402;H7BXH9;Q8WXB1,Protein N-lysine methyltransferase METTL21A,LOC151194;METTL21A,32556,37030,29489,1000,1000,1000,33025,1000,-5.045486656
E5RGY8;Q8TAX0;Q8N2R0;E5RH04;Q8N2R0-2;Q8N2R0-3,Protein odd-skipped-related 1;Protein odd-skipped-related 2,OSR2;OSR1,1000,1000,1000,89706,67960,63029,1000,73565,6.200947634
Q8NBL1;F8WDC4;F8WEW4;B4DVA9;B4DJ97;Q9NRV2,Protein O-glucosyltransferase 1,POGLUT1,1000,1000,1000,19330,39303,22293,1000,26975.33333,4.753568882
O14974;O14974-4;A0A024RBF1;O14974-5;O14974-3;O14974-2;H0YIS4;H0YHI8;F8VZN8;B2RAH5;H0YIL7;H0YIM2;H0YIS3;A0A3B3ISH4,Protein phosphatase 1 regulatory subunit 12A;Protein phosphatase 1 regulatory subunit,PPP1R12A,1000,1000,1000,37786,46685,28960,1000,37810.33333,5.240708663
Q9BZL4;Q9BZL4-3;K7ER83;K7EL81;A0A024R4S2;Q9BZL4-5;Q9BZL4-2;Q9BZL4-4;B4DLW4,Protein phosphatase 1 regulatory subunit 12C,PPP1R12C,1000,1000,1000,20393,17855,28960,1000,22402.66667,4.485598566
Q9Y6V0;Q9Y6V0-6;A4D1A8;Q32P40;Q9Y6V0-3,Protein piccolo,PCLO;LOC392742,5500.3,8770.6,4329.7,19504,24495,14390,6200.2,19463,1.650347444
Q9Y520;E7EPN9;Q9Y520-2;Q9Y520-3;Q9Y520-6;Q9Y520-4;Q9Y520-5;Q9Y520-7;B4DM27;H7C5N8;A0A2R8Y424;B4DQN8;A0A2R8Y7F4;A0A2R8YET2,Protein PRRC2C,PRRC2C,25985,34930,22290,9383.4,13920,7960.3,27735,10421.23333,-1.412181698
Q8WUY3;D6RTK6;G8XWS8;A0A088AWP5;Q8WUY3-4;Q8WUY3-2;Q8WUY3-3;H7BZH9;B9EK61;E9PDC2;G8XWS9;A0A024R220,Protein prune homolog 2,PRUNE2,9434.2,11202,6545.3,1000,1000,1000,9060.5,1000,-3.179590667
Q13123;Q9Y3Z5;D6REL4;Q9H4P6;E7EQZ7;Q9UK43;Q95HA6;B2R5Y4;D6RCQ4;D6RAY9,Protein Red,IK;DKFZp564B112;CSA2,40384,31294,44930,50294,39585,33234,38869.33333,41037.66667,0.078316341
Q14690;A0A3B3IUD7;B4DES7,Protein RRP5 homolog,PDCD11,16899,14340,20293,1000,1000,1000,17177.33333,1000,-4.10243418
Q9UPN6;B7Z876;B7Z3A4;A0A0A0MT33;Q9UPN6-2;Q3KP44;Q05BU5;D6RBD3;Q3KP44-3;Q3KP44-2,Protein SCAF8,SCAF8,43055,32022,45911,169706,140810,200224,40329.33333,170246.6667,2.077725089
F8W8T7;D6RC74;E7EW05;B4DT66;Q9NVU7,Protein SDA1 homolog,SDAD1,49377,40334,52233,25926,24460,31546,47314.66667,27310.66667,-0.79282293
Q9ULL8;Q9ULL8-2,Protein Shroom4,SHROOM4,1000,1000,1000,4569.8,7760.4,3965.3,1000,5431.833333,2.441439214
Q8ND04;Q8ND04-2;J3KTD7;Q8ND04-3,Protein SMG8,SMG8,18699,26950,20025,1000,1000,1000,21891.33333,1000,-4.452287922
O94964;O94964-2;B3KYA9;H0YDM2;F2FB34;X6R3R3;O94964-4;O94964-3,Protein SOGA1;N-terminal form;C-terminal 80 kDa form,SOGA1,9566.4,13485,11038,1000,1000,1000,11363.13333,1000,-3.506288801
Q5TF21;A5PLQ8;A1L177;E9PJP2;H3BSE6;H3BRB8,Protein SOGA3,SOGA3;C6orf174,20494,28494,30034,14904,12122,13900,26340.66667,13642,-0.949236692
P18583;P18583-3;P18583-5;H7C1M2;P18583-6;P18583-2;P18583-10;P18583-4;P18583-7;P18583-9,Protein SON,SON,1000,1000,1000,29930,19685,21392,1000,23669,4.564926849
Q08AE8;Q08AE8-2;K7EMJ7;J3KNG6;B4DWX0;Q08AE8-4;Q08AE8-3;Q08AE8-5,Protein spire homolog 1,SPIRE1,29398,34454,23449,1000,1000,1000,29100.33333,1000,-4.862963774
A3KN83-4;A3KN83;A3KN83-3;A3KN83-2,Protein strawberry notch homolog 1,SBNO1,59044,51322,42393,99383,119300,83545,50919.66667,100742.6667,0.984379945
